,gene_ids,feature_types,genome,n_cells,n_counts,gene_name,n_droplets
AL513548.1,ENSG00000261584,Gene Expression,GRCh38,104,106.0,AL513548.1,104
PDK1,ENSG00000152256,Gene Expression,GRCh38,1082,1308.0,PDK1,1082
TNFAIP3,ENSG00000118503,Gene Expression,GRCh38,2696,5439.0,TNFAIP3,2696
COX6A1,ENSG00000111775,Gene Expression,GRCh38,5398,20027.0,COX6A1,5398
ST6GALNAC4,ENSG00000136840,Gene Expression,GRCh38,337,373.0,ST6GALNAC4,337
POLR3B,ENSG00000013503,Gene Expression,GRCh38,557,612.0,POLR3B,557
RIF1,ENSG00000080345,Gene Expression,GRCh38,1952,2639.0,RIF1,1952
MYLK3,ENSG00000140795,Gene Expression,GRCh38,155,184.0,MYLK3,155
AC116651.1,ENSG00000273133,Gene Expression,GRCh38,8,8.0,AC116651.1,8
MAEA,ENSG00000090316,Gene Expression,GRCh38,1076,1280.0,MAEA,1076
VPS9D1-AS1,ENSG00000261373,Gene Expression,GRCh38,20,20.0,VPS9D1-AS1,20
STRADA,ENSG00000266173,Gene Expression,GRCh38,167,176.0,STRADA,167
PRPF31,ENSG00000105618,Gene Expression,GRCh38,1372,1659.0,PRPF31,1372
DLD,ENSG00000091140,Gene Expression,GRCh38,901,1030.0,DLD,901
COQ8A,ENSG00000163050,Gene Expression,GRCh38,310,331.0,COQ8A,310
RPL7,ENSG00000147604,Gene Expression,GRCh38,7106,39096.0,RPL7,7106
IRAK4,ENSG00000198001,Gene Expression,GRCh38,416,453.0,IRAK4,416
MTRNR2L8,ENSG00000255823,Gene Expression,GRCh38,1592,1916.0,MTRNR2L8,1592
CYP46A1,ENSG00000036530,Gene Expression,GRCh38,55,71.0,CYP46A1,55
SOCS3,ENSG00000184557,Gene Expression,GRCh38,796,1031.0,SOCS3,796
ZNF227,ENSG00000131115,Gene Expression,GRCh38,166,170.0,ZNF227,166
AC091959.3,ENSG00000275740,Gene Expression,GRCh38,73,75.0,AC091959.3,73
CLIP2,ENSG00000106665,Gene Expression,GRCh38,90,95.0,CLIP2,90
FREM2,ENSG00000150893,Gene Expression,GRCh38,187,201.0,FREM2,187
GPR75,ENSG00000119737,Gene Expression,GRCh38,8,8.0,GPR75,8
AC103982.1,ENSG00000259676,Gene Expression,GRCh38,7,7.0,AC103982.1,7
ASH1L,ENSG00000116539,Gene Expression,GRCh38,2548,3883.0,ASH1L,2548
PLPP1,ENSG00000067113,Gene Expression,GRCh38,410,462.0,PLPP1,410
COX19,ENSG00000240230,Gene Expression,GRCh38,1644,2148.0,COX19,1644
SLC38A11,ENSG00000169507,Gene Expression,GRCh38,92,108.0,SLC38A11,92
AC092115.3,ENSG00000262136,Gene Expression,GRCh38,7,7.0,AC092115.3,7
AC025287.4,ENSG00000284484,Gene Expression,GRCh38,3,3.0,AC025287.4,3
FERMT1,ENSG00000101311,Gene Expression,GRCh38,633,798.0,FERMT1,633
ZNF239,ENSG00000196793,Gene Expression,GRCh38,13,13.0,ZNF239,13
CNR2,ENSG00000188822,Gene Expression,GRCh38,5,5.0,CNR2,5
AC117498.2,ENSG00000257660,Gene Expression,GRCh38,5,5.0,AC117498.2,5
PLCL2,ENSG00000154822,Gene Expression,GRCh38,1403,2004.0,PLCL2,1403
TEDC1,ENSG00000185347,Gene Expression,GRCh38,152,166.0,TEDC1,152
FAM117A,ENSG00000121104,Gene Expression,GRCh38,287,313.0,FAM117A,287
AC010328.1,ENSG00000267943,Gene Expression,GRCh38,271,338.0,AC010328.1,271
BRSK1,ENSG00000160469,Gene Expression,GRCh38,3,3.0,BRSK1,3
CASC8,ENSG00000246228,Gene Expression,GRCh38,126,137.0,CASC8,126
FADS1,ENSG00000149485,Gene Expression,GRCh38,1505,2450.0,FADS1,1505
ZNF426,ENSG00000130818,Gene Expression,GRCh38,380,411.0,ZNF426,380
AL136454.1,ENSG00000231767,Gene Expression,GRCh38,31,31.0,AL136454.1,31
SGMS2,ENSG00000164023,Gene Expression,GRCh38,1347,1742.0,SGMS2,1347
ALG2,ENSG00000119523,Gene Expression,GRCh38,1492,1973.0,ALG2,1492
KCNK17,ENSG00000124780,Gene Expression,GRCh38,7,12.0,KCNK17,7
AKIP1,ENSG00000166452,Gene Expression,GRCh38,653,752.0,AKIP1,653
HAP1,ENSG00000173805,Gene Expression,GRCh38,130,149.0,HAP1,130
AC008686.1,ENSG00000267633,Gene Expression,GRCh38,35,36.0,AC008686.1,35
NUP133,ENSG00000069248,Gene Expression,GRCh38,530,563.0,NUP133,530
RFX8,ENSG00000196460,Gene Expression,GRCh38,55,56.0,RFX8,55
TSACC,ENSG00000163467,Gene Expression,GRCh38,23,25.0,TSACC,23
CHCHD2,ENSG00000106153,Gene Expression,GRCh38,5702,19302.0,CHCHD2,5702
AC110491.3,ENSG00000282527,Gene Expression,GRCh38,3,3.0,AC110491.3,3
CATSPER1,ENSG00000175294,Gene Expression,GRCh38,125,129.0,CATSPER1,125
PYROXD2,ENSG00000119943,Gene Expression,GRCh38,141,148.0,PYROXD2,141
ATG4D,ENSG00000130734,Gene Expression,GRCh38,391,428.0,ATG4D,391
AC020914.1,ENSG00000268777,Gene Expression,GRCh38,19,20.0,AC020914.1,19
AL662884.4,ENSG00000285085,Gene Expression,GRCh38,19,20.0,AL662884.4,19
GNAI1,ENSG00000127955,Gene Expression,GRCh38,2871,4802.0,GNAI1,2871
DIABLO,ENSG00000184047,Gene Expression,GRCh38,57,57.0,DIABLO,57
AC005546.1,ENSG00000266897,Gene Expression,GRCh38,4,4.0,AC005546.1,4
AC106047.1,ENSG00000240005,Gene Expression,GRCh38,22,24.0,AC106047.1,22
AC010542.4,ENSG00000261519,Gene Expression,GRCh38,11,14.0,AC010542.4,11
NRSN2-AS1,ENSG00000225377,Gene Expression,GRCh38,57,58.0,NRSN2-AS1,57
FLRT2,ENSG00000185070,Gene Expression,GRCh38,6,6.0,FLRT2,6
ZNF595,ENSG00000272602,Gene Expression,GRCh38,347,365.0,ZNF595,347
L3MBTL3,ENSG00000198945,Gene Expression,GRCh38,699,790.0,L3MBTL3,699
USH2A,ENSG00000042781,Gene Expression,GRCh38,10,10.0,USH2A,10
AC009562.1,ENSG00000259720,Gene Expression,GRCh38,4,4.0,AC009562.1,4
AC020915.3,ENSG00000268516,Gene Expression,GRCh38,103,108.0,AC020915.3,103
PMF1-BGLAP,ENSG00000260238,Gene Expression,GRCh38,9,9.0,PMF1-BGLAP,9
TAB2,ENSG00000055208,Gene Expression,GRCh38,1041,1238.0,TAB2,1041
AEN,ENSG00000181026,Gene Expression,GRCh38,385,439.0,AEN,385
MCPH1,ENSG00000147316,Gene Expression,GRCh38,777,870.0,MCPH1,777
SURF2,ENSG00000148291,Gene Expression,GRCh38,745,895.0,SURF2,745
MPP7,ENSG00000150054,Gene Expression,GRCh38,387,475.0,MPP7,387
HSDL1,ENSG00000103160,Gene Expression,GRCh38,509,551.0,HSDL1,509
BNIP2,ENSG00000140299,Gene Expression,GRCh38,2283,3369.0,BNIP2,2283
FANCB,ENSG00000181544,Gene Expression,GRCh38,111,113.0,FANCB,111
NBPF1,ENSG00000219481,Gene Expression,GRCh38,641,729.0,NBPF1,641
FAM229A,ENSG00000225828,Gene Expression,GRCh38,123,128.0,FAM229A,123
AP000679.1,ENSG00000176984,Gene Expression,GRCh38,7,8.0,AP000679.1,7
EME1,ENSG00000154920,Gene Expression,GRCh38,42,43.0,EME1,42
PPP4R1,ENSG00000154845,Gene Expression,GRCh38,1228,1482.0,PPP4R1,1228
CATSPERD,ENSG00000174898,Gene Expression,GRCh38,5,5.0,CATSPERD,5
MRPL18,ENSG00000112110,Gene Expression,GRCh38,1678,2229.0,MRPL18,1678
AC005899.5,ENSG00000266385,Gene Expression,GRCh38,23,23.0,AC005899.5,23
UFC1,ENSG00000143222,Gene Expression,GRCh38,3602,6898.0,UFC1,3602
DMPK,ENSG00000104936,Gene Expression,GRCh38,347,362.0,DMPK,347
MIF-AS1,ENSG00000218537,Gene Expression,GRCh38,331,348.0,MIF-AS1,331
COL4A3BP,ENSG00000113163,Gene Expression,GRCh38,1040,1229.0,COL4A3BP,1040
ZUP1,ENSG00000153975,Gene Expression,GRCh38,304,319.0,ZUP1,304
GAPDH,ENSG00000111640,Gene Expression,GRCh38,8981,103345.0,GAPDH,8981
PRR22,ENSG00000212123,Gene Expression,GRCh38,75,78.0,PRR22,75
CRISPLD2,ENSG00000103196,Gene Expression,GRCh38,1734,2817.0,CRISPLD2,1734
AC091153.3,ENSG00000244184,Gene Expression,GRCh38,9,9.0,AC091153.3,9
AC109597.2,ENSG00000261158,Gene Expression,GRCh38,14,14.0,AC109597.2,14
MGST2,ENSG00000085871,Gene Expression,GRCh38,750,903.0,MGST2,750
UPF3A,ENSG00000169062,Gene Expression,GRCh38,1938,2706.0,UPF3A,1938
PLEC,ENSG00000178209,Gene Expression,GRCh38,2022,2998.0,PLEC,2022
LINC01303,ENSG00000250548,Gene Expression,GRCh38,37,37.0,LINC01303,37
AC005363.2,ENSG00000277602,Gene Expression,GRCh38,12,12.0,AC005363.2,12
AC011451.1,ENSG00000267510,Gene Expression,GRCh38,29,29.0,AC011451.1,29
BNIP3L,ENSG00000104765,Gene Expression,GRCh38,3384,6532.0,BNIP3L,3384
AMY2B,ENSG00000240038,Gene Expression,GRCh38,10,10.0,AMY2B,10
GAD1,ENSG00000128683,Gene Expression,GRCh38,6,6.0,GAD1,6
MYB,ENSG00000118513,Gene Expression,GRCh38,8,9.0,MYB,8
OPN1SW,ENSG00000128617,Gene Expression,GRCh38,6,7.0,OPN1SW,6
PSMB9,ENSG00000240065,Gene Expression,GRCh38,586,874.0,PSMB9,586
PLA2G15,ENSG00000103066,Gene Expression,GRCh38,852,1003.0,PLA2G15,852
BISPR,ENSG00000282851,Gene Expression,GRCh38,212,226.0,BISPR,212
ZNF154,ENSG00000179909,Gene Expression,GRCh38,11,11.0,ZNF154,11
LINC02321,ENSG00000258884,Gene Expression,GRCh38,3,3.0,LINC02321,3
PDGFD,ENSG00000170962,Gene Expression,GRCh38,6,6.0,PDGFD,6
AC093799.1,ENSG00000272950,Gene Expression,GRCh38,7,7.0,AC093799.1,7
ZNF584,ENSG00000171574,Gene Expression,GRCh38,54,55.0,ZNF584,54
FBXO2,ENSG00000116661,Gene Expression,GRCh38,228,342.0,FBXO2,228
MYBPC3,ENSG00000134571,Gene Expression,GRCh38,6,6.0,MYBPC3,6
CDC20B,ENSG00000164287,Gene Expression,GRCh38,5,7.0,CDC20B,5
TAF1A,ENSG00000143498,Gene Expression,GRCh38,168,174.0,TAF1A,168
MYLIP,ENSG00000007944,Gene Expression,GRCh38,2648,5038.0,MYLIP,2648
TTC23L,ENSG00000205838,Gene Expression,GRCh38,22,24.0,TTC23L,22
RAB31,ENSG00000168461,Gene Expression,GRCh38,893,1468.0,RAB31,893
DCHS1,ENSG00000166341,Gene Expression,GRCh38,19,20.0,DCHS1,19
STX1A,ENSG00000106089,Gene Expression,GRCh38,362,400.0,STX1A,362
SPACA9,ENSG00000165698,Gene Expression,GRCh38,486,532.0,SPACA9,486
CDH8,ENSG00000150394,Gene Expression,GRCh38,3,3.0,CDH8,3
HLA-DOA,ENSG00000204252,Gene Expression,GRCh38,5,5.0,HLA-DOA,5
MOSMO,ENSG00000185716,Gene Expression,GRCh38,874,1012.0,MOSMO,874
DGKE,ENSG00000153933,Gene Expression,GRCh38,61,63.0,DGKE,61
PABPC1,ENSG00000070756,Gene Expression,GRCh38,4591,9859.0,PABPC1,4591
AC012636.1,ENSG00000249825,Gene Expression,GRCh38,3,4.0,AC012636.1,3
ERC1,ENSG00000082805,Gene Expression,GRCh38,1997,2784.0,ERC1,1997
AL450998.2,ENSG00000179743,Gene Expression,GRCh38,141,146.0,AL450998.2,141
DEDD,ENSG00000158796,Gene Expression,GRCh38,1003,1138.0,DEDD,1003
WASF2,ENSG00000158195,Gene Expression,GRCh38,3530,6637.0,WASF2,3530
ZMAT1,ENSG00000166432,Gene Expression,GRCh38,3,3.0,ZMAT1,3
AC116366.1,ENSG00000234290,Gene Expression,GRCh38,129,139.0,AC116366.1,129
OTUD6B-AS1,ENSG00000253738,Gene Expression,GRCh38,1347,1739.0,OTUD6B-AS1,1347
SIAE,ENSG00000110013,Gene Expression,GRCh38,496,539.0,SIAE,496
CLIP3,ENSG00000105270,Gene Expression,GRCh38,13,14.0,CLIP3,13
CERS5,ENSG00000139624,Gene Expression,GRCh38,2083,3021.0,CERS5,2083
MYO5C,ENSG00000128833,Gene Expression,GRCh38,108,112.0,MYO5C,108
DNAAF5,ENSG00000164818,Gene Expression,GRCh38,369,395.0,DNAAF5,369
C1R,ENSG00000159403,Gene Expression,GRCh38,110,121.0,C1R,110
NUAK2,ENSG00000163545,Gene Expression,GRCh38,801,983.0,NUAK2,801
TNFRSF1B,ENSG00000028137,Gene Expression,GRCh38,692,1315.0,TNFRSF1B,692
AC078883.2,ENSG00000226963,Gene Expression,GRCh38,10,10.0,AC078883.2,10
AL133351.1,ENSG00000224846,Gene Expression,GRCh38,4,4.0,AL133351.1,4
CARD19,ENSG00000165233,Gene Expression,GRCh38,962,1202.0,CARD19,962
C9orf152,ENSG00000188959,Gene Expression,GRCh38,6,6.0,C9orf152,6
CRCP,ENSG00000241258,Gene Expression,GRCh38,844,964.0,CRCP,844
SNX27,ENSG00000143376,Gene Expression,GRCh38,1452,1869.0,SNX27,1452
LAMP2,ENSG00000005893,Gene Expression,GRCh38,3953,8354.0,LAMP2,3953
TAF1,ENSG00000147133,Gene Expression,GRCh38,787,893.0,TAF1,787
FILIP1,ENSG00000118407,Gene Expression,GRCh38,16,16.0,FILIP1,16
COA4,ENSG00000181924,Gene Expression,GRCh38,2055,3096.0,COA4,2055
MGAT2,ENSG00000168282,Gene Expression,GRCh38,836,972.0,MGAT2,836
LMTK2,ENSG00000164715,Gene Expression,GRCh38,460,503.0,LMTK2,460
DLGAP4,ENSG00000080845,Gene Expression,GRCh38,1929,2641.0,DLGAP4,1929
SLC26A7,ENSG00000147606,Gene Expression,GRCh38,126,147.0,SLC26A7,126
SLC35A2,ENSG00000102100,Gene Expression,GRCh38,994,1236.0,SLC35A2,994
ZNF311,ENSG00000197935,Gene Expression,GRCh38,24,24.0,ZNF311,24
DENND6A,ENSG00000174839,Gene Expression,GRCh38,432,455.0,DENND6A,432
AC006547.3,ENSG00000268292,Gene Expression,GRCh38,75,77.0,AC006547.3,75
TMEM245,ENSG00000106771,Gene Expression,GRCh38,1360,1745.0,TMEM245,1360
TGFBR1,ENSG00000106799,Gene Expression,GRCh38,822,1048.0,TGFBR1,822
AC007666.1,ENSG00000236754,Gene Expression,GRCh38,4,4.0,AC007666.1,4
YBX2,ENSG00000006047,Gene Expression,GRCh38,31,32.0,YBX2,31
LRFN3,ENSG00000126243,Gene Expression,GRCh38,127,133.0,LRFN3,127
FIS1,ENSG00000214253,Gene Expression,GRCh38,3954,9615.0,FIS1,3954
LRFN2,ENSG00000156564,Gene Expression,GRCh38,3,3.0,LRFN2,3
ZNHIT1,ENSG00000106400,Gene Expression,GRCh38,4167,9624.0,ZNHIT1,4167
OBSCN,ENSG00000154358,Gene Expression,GRCh38,84,100.0,OBSCN,84
PIGC,ENSG00000135845,Gene Expression,GRCh38,847,963.0,PIGC,847
SYNE2,ENSG00000054654,Gene Expression,GRCh38,4309,10020.0,SYNE2,4309
FRRS1L,ENSG00000260230,Gene Expression,GRCh38,4,4.0,FRRS1L,4
SOWAHA,ENSG00000198944,Gene Expression,GRCh38,4,4.0,SOWAHA,4
LINC00114,ENSG00000223806,Gene Expression,GRCh38,3,3.0,LINC00114,3
VASH1-AS1,ENSG00000258301,Gene Expression,GRCh38,130,131.0,VASH1-AS1,130
PUS1,ENSG00000177192,Gene Expression,GRCh38,345,368.0,PUS1,345
ZNF501,ENSG00000186446,Gene Expression,GRCh38,50,53.0,ZNF501,50
XG,ENSG00000124343,Gene Expression,GRCh38,131,161.0,XG,131
ASIC4,ENSG00000072182,Gene Expression,GRCh38,58,61.0,ASIC4,58
LRRD1,ENSG00000240720,Gene Expression,GRCh38,18,19.0,LRRD1,18
CEP104,ENSG00000116198,Gene Expression,GRCh38,921,1049.0,CEP104,921
NCAPD2,ENSG00000010292,Gene Expression,GRCh38,468,525.0,NCAPD2,468
SSH2,ENSG00000141298,Gene Expression,GRCh38,1379,1776.0,SSH2,1379
PNKP,ENSG00000039650,Gene Expression,GRCh38,1263,1595.0,PNKP,1263
AC105446.1,ENSG00000227053,Gene Expression,GRCh38,5,5.0,AC105446.1,5
GLDC,ENSG00000178445,Gene Expression,GRCh38,1397,2170.0,GLDC,1397
AC011921.1,ENSG00000259349,Gene Expression,GRCh38,11,11.0,AC011921.1,11
KHDRBS1,ENSG00000121774,Gene Expression,GRCh38,3460,6510.0,KHDRBS1,3460
RAB5B,ENSG00000111540,Gene Expression,GRCh38,2479,3733.0,RAB5B,2479
AC023509.2,ENSG00000257550,Gene Expression,GRCh38,47,47.0,AC023509.2,47
SPAG8,ENSG00000137098,Gene Expression,GRCh38,5,5.0,SPAG8,5
NEBL-AS1,ENSG00000231920,Gene Expression,GRCh38,43,44.0,NEBL-AS1,43
NEK8,ENSG00000160602,Gene Expression,GRCh38,465,525.0,NEK8,465
SLC12A7,ENSG00000113504,Gene Expression,GRCh38,3,3.0,SLC12A7,3
ADAMTS5,ENSG00000154736,Gene Expression,GRCh38,88,101.0,ADAMTS5,88
MYCNOS,ENSG00000233718,Gene Expression,GRCh38,639,808.0,MYCNOS,639
CNRIP1,ENSG00000119865,Gene Expression,GRCh38,73,76.0,CNRIP1,73
NHS,ENSG00000188158,Gene Expression,GRCh38,1100,1382.0,NHS,1100
CHAF1B,ENSG00000159259,Gene Expression,GRCh38,69,73.0,CHAF1B,69
WEE1,ENSG00000166483,Gene Expression,GRCh38,3373,7201.0,WEE1,3373
CUZD1,ENSG00000138161,Gene Expression,GRCh38,3,3.0,CUZD1,3
TGIF2,ENSG00000118707,Gene Expression,GRCh38,213,229.0,TGIF2,213
AQP1,ENSG00000240583,Gene Expression,GRCh38,78,121.0,AQP1,78
AC007114.2,ENSG00000263089,Gene Expression,GRCh38,62,63.0,AC007114.2,62
PUM1,ENSG00000134644,Gene Expression,GRCh38,3043,5390.0,PUM1,3043
MUT,ENSG00000146085,Gene Expression,GRCh38,566,615.0,MUT,566
LINC02267,ENSG00000248510,Gene Expression,GRCh38,35,35.0,LINC02267,35
PRICKLE3,ENSG00000012211,Gene Expression,GRCh38,196,204.0,PRICKLE3,196
LIPE-AS1,ENSG00000213904,Gene Expression,GRCh38,20,21.0,LIPE-AS1,20
ANKRD35,ENSG00000198483,Gene Expression,GRCh38,3,3.0,ANKRD35,3
DHRSX,ENSG00000169084,Gene Expression,GRCh38,1205,1553.0,DHRSX,1205
AC134312.5,ENSG00000261327,Gene Expression,GRCh38,4,4.0,AC134312.5,4
KIAA0825,ENSG00000185261,Gene Expression,GRCh38,32,33.0,KIAA0825,32
CCDC125,ENSG00000183323,Gene Expression,GRCh38,732,867.0,CCDC125,732
SDHAF3,ENSG00000196636,Gene Expression,GRCh38,415,455.0,SDHAF3,415
LINC01273,ENSG00000231742,Gene Expression,GRCh38,35,35.0,LINC01273,35
PPID,ENSG00000171497,Gene Expression,GRCh38,1114,1335.0,PPID,1114
AC019211.1,ENSG00000239498,Gene Expression,GRCh38,5,5.0,AC019211.1,5
SLC40A1,ENSG00000138449,Gene Expression,GRCh38,1466,5105.0,SLC40A1,1466
ZNF350-AS1,ENSG00000269235,Gene Expression,GRCh38,87,110.0,ZNF350-AS1,87
TP53,ENSG00000141510,Gene Expression,GRCh38,1399,1790.0,TP53,1399
SH3PXD2B,ENSG00000174705,Gene Expression,GRCh38,2245,3647.0,SH3PXD2B,2245
AC027097.2,ENSG00000267787,Gene Expression,GRCh38,26,27.0,AC027097.2,26
CGB1,ENSG00000267631,Gene Expression,GRCh38,95,107.0,CGB1,95
SHE,ENSG00000169291,Gene Expression,GRCh38,3,3.0,SHE,3
GLTP,ENSG00000139433,Gene Expression,GRCh38,1482,2122.0,GLTP,1482
AC138028.4,ENSG00000260121,Gene Expression,GRCh38,10,10.0,AC138028.4,10
VDR,ENSG00000111424,Gene Expression,GRCh38,23,23.0,VDR,23
MIR2052HG,ENSG00000254349,Gene Expression,GRCh38,12,12.0,MIR2052HG,12
HSD17B7,ENSG00000132196,Gene Expression,GRCh38,591,663.0,HSD17B7,591
LINC01793,ENSG00000222030,Gene Expression,GRCh38,31,31.0,LINC01793,31
MYCBPAP,ENSG00000136449,Gene Expression,GRCh38,13,14.0,MYCBPAP,13
ZNF687,ENSG00000143373,Gene Expression,GRCh38,344,359.0,ZNF687,344
AP006287.2,ENSG00000255038,Gene Expression,GRCh38,5,5.0,AP006287.2,5
SHROOM3,ENSG00000138771,Gene Expression,GRCh38,79,84.0,SHROOM3,79
EXOSC8,ENSG00000120699,Gene Expression,GRCh38,877,1016.0,EXOSC8,877
EEFSEC,ENSG00000132394,Gene Expression,GRCh38,676,742.0,EEFSEC,676
AC106820.3,ENSG00000260095,Gene Expression,GRCh38,7,7.0,AC106820.3,7
NGLY1,ENSG00000151092,Gene Expression,GRCh38,1517,2047.0,NGLY1,1517
COX14,ENSG00000178449,Gene Expression,GRCh38,2594,4462.0,COX14,2594
KCTD2,ENSG00000180901,Gene Expression,GRCh38,535,582.0,KCTD2,535
MPV17,ENSG00000115204,Gene Expression,GRCh38,1308,1637.0,MPV17,1308
AL590999.1,ENSG00000235033,Gene Expression,GRCh38,5,5.0,AL590999.1,5
RPL18A,ENSG00000105640,Gene Expression,GRCh38,9136,135474.0,RPL18A,9136
ANKRD53,ENSG00000144031,Gene Expression,GRCh38,92,109.0,ANKRD53,92
KCTD6,ENSG00000168301,Gene Expression,GRCh38,127,132.0,KCTD6,127
AC008676.1,ENSG00000248544,Gene Expression,GRCh38,38,43.0,AC008676.1,38
CENPJ,ENSG00000151849,Gene Expression,GRCh38,382,416.0,CENPJ,382
LINC00842,ENSG00000285294,Gene Expression,GRCh38,118,127.0,LINC00842,118
MAP2K1,ENSG00000169032,Gene Expression,GRCh38,992,1186.0,MAP2K1,992
AC015922.3,ENSG00000265519,Gene Expression,GRCh38,4,4.0,AC015922.3,4
RFX5,ENSG00000143390,Gene Expression,GRCh38,171,178.0,RFX5,171
HORMAD1,ENSG00000143452,Gene Expression,GRCh38,47,50.0,HORMAD1,47
POTEE,ENSG00000188219,Gene Expression,GRCh38,130,135.0,POTEE,130
AC090987.1,ENSG00000253656,Gene Expression,GRCh38,11,11.0,AC090987.1,11
TRIM66,ENSG00000166436,Gene Expression,GRCh38,263,284.0,TRIM66,263
CWF19L1,ENSG00000095485,Gene Expression,GRCh38,487,517.0,CWF19L1,487
C9orf40,ENSG00000135045,Gene Expression,GRCh38,464,519.0,C9orf40,464
AL356515.1,ENSG00000276527,Gene Expression,GRCh38,215,229.0,AL356515.1,215
HILPDA,ENSG00000135245,Gene Expression,GRCh38,2713,6307.0,HILPDA,2713
GPALPP1,ENSG00000133114,Gene Expression,GRCh38,727,801.0,GPALPP1,727
AC138150.2,ENSG00000267288,Gene Expression,GRCh38,5,5.0,AC138150.2,5
DPY19L2,ENSG00000177990,Gene Expression,GRCh38,126,136.0,DPY19L2,126
ZNF157,ENSG00000147117,Gene Expression,GRCh38,5,5.0,ZNF157,5
AP006284.1,ENSG00000254815,Gene Expression,GRCh38,112,121.0,AP006284.1,112
DYNC1I1,ENSG00000158560,Gene Expression,GRCh38,28,30.0,DYNC1I1,28
USP43,ENSG00000154914,Gene Expression,GRCh38,1118,1396.0,USP43,1118
APBA3,ENSG00000011132,Gene Expression,GRCh38,402,431.0,APBA3,402
AP005329.1,ENSG00000264235,Gene Expression,GRCh38,21,22.0,AP005329.1,21
AL158151.4,ENSG00000268707,Gene Expression,GRCh38,4,4.0,AL158151.4,4
AL121652.1,ENSG00000273165,Gene Expression,GRCh38,28,28.0,AL121652.1,28
SH2D2A,ENSG00000027869,Gene Expression,GRCh38,14,14.0,SH2D2A,14
ABHD1,ENSG00000143994,Gene Expression,GRCh38,31,31.0,ABHD1,31
AC016588.1,ENSG00000267124,Gene Expression,GRCh38,3,3.0,AC016588.1,3
UPF2,ENSG00000151461,Gene Expression,GRCh38,3574,6192.0,UPF2,3574
ZNF780B,ENSG00000128000,Gene Expression,GRCh38,144,148.0,ZNF780B,144
RTCB,ENSG00000100220,Gene Expression,GRCh38,1592,2056.0,RTCB,1592
LFNG,ENSG00000106003,Gene Expression,GRCh38,133,165.0,LFNG,133
IRF8,ENSG00000140968,Gene Expression,GRCh38,23,28.0,IRF8,23
PRPF4B,ENSG00000112739,Gene Expression,GRCh38,3476,5960.0,PRPF4B,3476
AL117336.3,ENSG00000271335,Gene Expression,GRCh38,56,60.0,AL117336.3,56
ESRP1,ENSG00000104413,Gene Expression,GRCh38,1816,2403.0,ESRP1,1816
GPI,ENSG00000105220,Gene Expression,GRCh38,1373,1708.0,GPI,1373
GOLIM4,ENSG00000173905,Gene Expression,GRCh38,1132,1567.0,GOLIM4,1132
JMJD1C-AS1,ENSG00000272767,Gene Expression,GRCh38,40,42.0,JMJD1C-AS1,40
AKAP8,ENSG00000105127,Gene Expression,GRCh38,1034,1170.0,AKAP8,1034
YEATS2-AS1,ENSG00000233885,Gene Expression,GRCh38,8,8.0,YEATS2-AS1,8
FKBP1C,ENSG00000198225,Gene Expression,GRCh38,28,29.0,FKBP1C,28
NOS1AP,ENSG00000198929,Gene Expression,GRCh38,33,33.0,NOS1AP,33
KRT222,ENSG00000213424,Gene Expression,GRCh38,11,11.0,KRT222,11
HPS4,ENSG00000100099,Gene Expression,GRCh38,713,812.0,HPS4,713
ING2,ENSG00000168556,Gene Expression,GRCh38,2524,4296.0,ING2,2524
CDK2,ENSG00000123374,Gene Expression,GRCh38,951,1111.0,CDK2,951
RHOXF1-AS1,ENSG00000258545,Gene Expression,GRCh38,6,6.0,RHOXF1-AS1,6
MICU2,ENSG00000165487,Gene Expression,GRCh38,841,944.0,MICU2,841
DHTKD1,ENSG00000181192,Gene Expression,GRCh38,403,463.0,DHTKD1,403
PPIH,ENSG00000171960,Gene Expression,GRCh38,1035,1233.0,PPIH,1035
C11orf58,ENSG00000110696,Gene Expression,GRCh38,3879,8232.0,C11orf58,3879
GSTA2,ENSG00000244067,Gene Expression,GRCh38,6,6.0,GSTA2,6
KIAA0930,ENSG00000100364,Gene Expression,GRCh38,419,451.0,KIAA0930,419
EPGN,ENSG00000182585,Gene Expression,GRCh38,4,4.0,EPGN,4
ELF3,ENSG00000163435,Gene Expression,GRCh38,3437,7667.0,ELF3,3437
AC016590.3,ENSG00000276846,Gene Expression,GRCh38,6,6.0,AC016590.3,6
AL031283.1,ENSG00000228140,Gene Expression,GRCh38,21,21.0,AL031283.1,21
ADGRD2,ENSG00000180264,Gene Expression,GRCh38,4,5.0,ADGRD2,4
VWF,ENSG00000110799,Gene Expression,GRCh38,50,52.0,VWF,50
ATXN2-AS,ENSG00000258099,Gene Expression,GRCh38,6,6.0,ATXN2-AS,6
FAIM,ENSG00000158234,Gene Expression,GRCh38,471,529.0,FAIM,471
DTL,ENSG00000143476,Gene Expression,GRCh38,84,115.0,DTL,84
ZNF263,ENSG00000006194,Gene Expression,GRCh38,445,477.0,ZNF263,445
ERO1A,ENSG00000197930,Gene Expression,GRCh38,3170,5841.0,ERO1A,3170
KDM4A,ENSG00000066135,Gene Expression,GRCh38,589,664.0,KDM4A,589
EXOSC10,ENSG00000171824,Gene Expression,GRCh38,973,1104.0,EXOSC10,973
LPXN,ENSG00000110031,Gene Expression,GRCh38,84,84.0,LPXN,84
ZNF662,ENSG00000182983,Gene Expression,GRCh38,161,166.0,ZNF662,161
