,gene_ids,feature_types,genome,n_cells,n_counts,gene_name,n_droplets
PPP1R16A,ENSG00000160972,Gene Expression,GRCh38,534,595.0,PPP1R16A,534
MRPL14,ENSG00000180992,Gene Expression,GRCh38,2981,5357.0,MRPL14,2981
SACS,ENSG00000151835,Gene Expression,GRCh38,89,91.0,SACS,89
FAM149A,ENSG00000109794,Gene Expression,GRCh38,46,47.0,FAM149A,46
KIAA1210,ENSG00000250423,Gene Expression,GRCh38,14,14.0,KIAA1210,14
AMER1,ENSG00000184675,Gene Expression,GRCh38,71,76.0,AMER1,71
SLC25A1,ENSG00000100075,Gene Expression,GRCh38,3398,6518.0,SLC25A1,3398
NAP1L4,ENSG00000205531,Gene Expression,GRCh38,2729,4029.0,NAP1L4,2729
WRN,ENSG00000165392,Gene Expression,GRCh38,679,770.0,WRN,679
SNUPN,ENSG00000169371,Gene Expression,GRCh38,1071,1257.0,SNUPN,1071
FAM20A,ENSG00000108950,Gene Expression,GRCh38,37,41.0,FAM20A,37
CBFB,ENSG00000067955,Gene Expression,GRCh38,815,919.0,CBFB,815
FCGR1A,ENSG00000150337,Gene Expression,GRCh38,9,10.0,FCGR1A,9
CNBD2,ENSG00000149646,Gene Expression,GRCh38,160,169.0,CNBD2,160
SLC50A1,ENSG00000169241,Gene Expression,GRCh38,2246,3677.0,SLC50A1,2246
AC005776.2,ENSG00000273218,Gene Expression,GRCh38,6,6.0,AC005776.2,6
TTYH3,ENSG00000136295,Gene Expression,GRCh38,2246,4400.0,TTYH3,2246
AC116666.1,ENSG00000231937,Gene Expression,GRCh38,5,5.0,AC116666.1,5
PRDM6,ENSG00000061455,Gene Expression,GRCh38,26,27.0,PRDM6,26
KIF18A,ENSG00000121621,Gene Expression,GRCh38,82,90.0,KIF18A,82
PSME3,ENSG00000131467,Gene Expression,GRCh38,1323,1696.0,PSME3,1323
RAB34,ENSG00000109113,Gene Expression,GRCh38,773,934.0,RAB34,773
ADGRG2,ENSG00000173698,Gene Expression,GRCh38,14,14.0,ADGRG2,14
AC007292.2,ENSG00000269318,Gene Expression,GRCh38,15,15.0,AC007292.2,15
PITPNM2,ENSG00000090975,Gene Expression,GRCh38,1062,1302.0,PITPNM2,1062
NOL6,ENSG00000165271,Gene Expression,GRCh38,356,379.0,NOL6,356
RPL19,ENSG00000108298,Gene Expression,GRCh38,8226,78627.0,RPL19,8226
NECAP1,ENSG00000089818,Gene Expression,GRCh38,651,728.0,NECAP1,651
GDPD3,ENSG00000102886,Gene Expression,GRCh38,1053,1533.0,GDPD3,1053
IGSF1,ENSG00000147255,Gene Expression,GRCh38,33,33.0,IGSF1,33
RBBP6,ENSG00000122257,Gene Expression,GRCh38,2797,4895.0,RBBP6,2797
PPARG,ENSG00000132170,Gene Expression,GRCh38,3192,6145.0,PPARG,3192
AGRN,ENSG00000188157,Gene Expression,GRCh38,1187,1683.0,AGRN,1187
CTSK,ENSG00000143387,Gene Expression,GRCh38,202,206.0,CTSK,202
AP002884.1,ENSG00000250303,Gene Expression,GRCh38,32,34.0,AP002884.1,32
ATF6,ENSG00000118217,Gene Expression,GRCh38,1846,2587.0,ATF6,1846
FNDC3A,ENSG00000102531,Gene Expression,GRCh38,2621,3782.0,FNDC3A,2621
AL139317.3,ENSG00000259049,Gene Expression,GRCh38,68,69.0,AL139317.3,68
SYNGR3,ENSG00000127561,Gene Expression,GRCh38,148,154.0,SYNGR3,148
AC092807.2,ENSG00000272691,Gene Expression,GRCh38,4,4.0,AC092807.2,4
GPX3,ENSG00000211445,Gene Expression,GRCh38,6348,32628.0,GPX3,6348
AC127537.1,ENSG00000260647,Gene Expression,GRCh38,18,18.0,AC127537.1,18
ZNF865,ENSG00000261221,Gene Expression,GRCh38,266,278.0,ZNF865,266
KRTAP1-5,ENSG00000221852,Gene Expression,GRCh38,3,5.0,KRTAP1-5,3
AC007846.2,ENSG00000285471,Gene Expression,GRCh38,5,5.0,AC007846.2,5
PABPN1,ENSG00000100836,Gene Expression,GRCh38,3076,5083.0,PABPN1,3076
TBL1XR1,ENSG00000177565,Gene Expression,GRCh38,3070,5210.0,TBL1XR1,3070
CNOT6,ENSG00000113300,Gene Expression,GRCh38,1043,1234.0,CNOT6,1043
AC007663.3,ENSG00000273139,Gene Expression,GRCh38,13,13.0,AC007663.3,13
KRT15,ENSG00000171346,Gene Expression,GRCh38,541,715.0,KRT15,541
MIS12,ENSG00000167842,Gene Expression,GRCh38,389,425.0,MIS12,389
ZNF638,ENSG00000075292,Gene Expression,GRCh38,1741,2264.0,ZNF638,1741
PEX10,ENSG00000157911,Gene Expression,GRCh38,559,617.0,PEX10,559
AL356652.1,ENSG00000278367,Gene Expression,GRCh38,3,3.0,AL356652.1,3
AMACR,ENSG00000242110,Gene Expression,GRCh38,67,68.0,AMACR,67
CENPVL3,ENSG00000224109,Gene Expression,GRCh38,14,15.0,CENPVL3,14
IGF1R,ENSG00000140443,Gene Expression,GRCh38,1949,2728.0,IGF1R,1949
COBL,ENSG00000106078,Gene Expression,GRCh38,432,499.0,COBL,432
PHOSPHO1,ENSG00000173868,Gene Expression,GRCh38,194,398.0,PHOSPHO1,194
ZNF221,ENSG00000159905,Gene Expression,GRCh38,24,24.0,ZNF221,24
TMEM266,ENSG00000169758,Gene Expression,GRCh38,207,226.0,TMEM266,207
ARL17A,ENSG00000185829,Gene Expression,GRCh38,342,366.0,ARL17A,342
ZNF765,ENSG00000196417,Gene Expression,GRCh38,571,630.0,ZNF765,571
MIR583HG,ENSG00000250551,Gene Expression,GRCh38,3,3.0,MIR583HG,3
DTNBP1,ENSG00000047579,Gene Expression,GRCh38,908,1043.0,DTNBP1,908
AC023034.2,ENSG00000259610,Gene Expression,GRCh38,11,11.0,AC023034.2,11
SOWAHC,ENSG00000198142,Gene Expression,GRCh38,1689,2556.0,SOWAHC,1689
FTO,ENSG00000140718,Gene Expression,GRCh38,623,675.0,FTO,623
SH3D21,ENSG00000214193,Gene Expression,GRCh38,355,400.0,SH3D21,355
EIPR1,ENSG00000032389,Gene Expression,GRCh38,446,485.0,EIPR1,446
SLC31A1,ENSG00000136868,Gene Expression,GRCh38,1032,1273.0,SLC31A1,1032
OAS1,ENSG00000089127,Gene Expression,GRCh38,795,1058.0,OAS1,795
CAV2,ENSG00000105971,Gene Expression,GRCh38,2314,3942.0,CAV2,2314
AC013394.1,ENSG00000279765,Gene Expression,GRCh38,325,340.0,AC013394.1,325
KDM1B,ENSG00000165097,Gene Expression,GRCh38,612,677.0,KDM1B,612
TDP2,ENSG00000111802,Gene Expression,GRCh38,879,1050.0,TDP2,879
TRIM4,ENSG00000146833,Gene Expression,GRCh38,684,770.0,TRIM4,684
BZW2,ENSG00000136261,Gene Expression,GRCh38,5418,17212.0,BZW2,5418
MPND,ENSG00000008382,Gene Expression,GRCh38,446,468.0,MPND,446
ADRA2B,ENSG00000274286,Gene Expression,GRCh38,78,79.0,ADRA2B,78
ALDOB,ENSG00000136872,Gene Expression,GRCh38,3,3.0,ALDOB,3
AL691432.2,ENSG00000272106,Gene Expression,GRCh38,60,62.0,AL691432.2,60
MTR,ENSG00000116984,Gene Expression,GRCh38,1014,1223.0,MTR,1014
AC131235.3,ENSG00000272721,Gene Expression,GRCh38,11,12.0,AC131235.3,11
GBF1,ENSG00000107862,Gene Expression,GRCh38,1352,1637.0,GBF1,1352
APH1B,ENSG00000138613,Gene Expression,GRCh38,1105,1366.0,APH1B,1105
AC015574.1,ENSG00000275016,Gene Expression,GRCh38,11,11.0,AC015574.1,11
MGLL,ENSG00000074416,Gene Expression,GRCh38,3339,6289.0,MGLL,3339
CDC123,ENSG00000151465,Gene Expression,GRCh38,1511,2013.0,CDC123,1511
TMBIM4,ENSG00000155957,Gene Expression,GRCh38,2907,5681.0,TMBIM4,2907
CPLX1,ENSG00000168993,Gene Expression,GRCh38,18,19.0,CPLX1,18
GPRIN1,ENSG00000169258,Gene Expression,GRCh38,22,22.0,GPRIN1,22
CAPG,ENSG00000042493,Gene Expression,GRCh38,4026,11951.0,CAPG,4026
TRIM59,ENSG00000213186,Gene Expression,GRCh38,180,190.0,TRIM59,180
WDHD1,ENSG00000198554,Gene Expression,GRCh38,127,138.0,WDHD1,127
MAP9,ENSG00000164114,Gene Expression,GRCh38,273,307.0,MAP9,273
HIST1H2BB,ENSG00000276410,Gene Expression,GRCh38,29,30.0,HIST1H2BB,29
CTNNBIP1,ENSG00000178585,Gene Expression,GRCh38,868,1015.0,CTNNBIP1,868
LZTFL1,ENSG00000163818,Gene Expression,GRCh38,192,197.0,LZTFL1,192
SLIT3,ENSG00000184347,Gene Expression,GRCh38,5,5.0,SLIT3,5
LINC01089,ENSG00000212694,Gene Expression,GRCh38,336,394.0,LINC01089,336
SRCAP,ENSG00000080603,Gene Expression,GRCh38,126,132.0,SRCAP,126
AL158835.1,ENSG00000224023,Gene Expression,GRCh38,66,70.0,AL158835.1,66
AP001267.1,ENSG00000254873,Gene Expression,GRCh38,61,62.0,AP001267.1,61
JAM3,ENSG00000166086,Gene Expression,GRCh38,208,230.0,JAM3,208
DEPDC4,ENSG00000166153,Gene Expression,GRCh38,52,53.0,DEPDC4,52
CIAPIN1,ENSG00000005194,Gene Expression,GRCh38,1187,1484.0,CIAPIN1,1187
TKFC,ENSG00000149476,Gene Expression,GRCh38,353,379.0,TKFC,353
ZNF737,ENSG00000237440,Gene Expression,GRCh38,42,42.0,ZNF737,42
AC131934.1,ENSG00000255158,Gene Expression,GRCh38,5,5.0,AC131934.1,5
LINC02170,ENSG00000260896,Gene Expression,GRCh38,6,6.0,LINC02170,6
HAUS8,ENSG00000131351,Gene Expression,GRCh38,442,478.0,HAUS8,442
AL109917.1,ENSG00000231050,Gene Expression,GRCh38,5,5.0,AL109917.1,5
TRIM11,ENSG00000154370,Gene Expression,GRCh38,520,560.0,TRIM11,520
ZNF17,ENSG00000186272,Gene Expression,GRCh38,61,63.0,ZNF17,61
MTFMT,ENSG00000103707,Gene Expression,GRCh38,399,428.0,MTFMT,399
HSPB8,ENSG00000152137,Gene Expression,GRCh38,3085,7359.0,HSPB8,3085
AC110079.2,ENSG00000281731,Gene Expression,GRCh38,5,5.0,AC110079.2,5
LINC00470,ENSG00000132204,Gene Expression,GRCh38,527,579.0,LINC00470,527
ZNF121,ENSG00000197961,Gene Expression,GRCh38,618,700.0,ZNF121,618
DPPA2,ENSG00000163530,Gene Expression,GRCh38,53,56.0,DPPA2,53
SON,ENSG00000159140,Gene Expression,GRCh38,5004,12276.0,SON,5004
AC008592.5,ENSG00000272021,Gene Expression,GRCh38,6,6.0,AC008592.5,6
MLX,ENSG00000108788,Gene Expression,GRCh38,1360,1682.0,MLX,1360
GALNT12,ENSG00000119514,Gene Expression,GRCh38,204,217.0,GALNT12,204
NHLRC2,ENSG00000196865,Gene Expression,GRCh38,844,974.0,NHLRC2,844
IMPDH1,ENSG00000106348,Gene Expression,GRCh38,470,537.0,IMPDH1,470
WIPI2,ENSG00000157954,Gene Expression,GRCh38,2357,3469.0,WIPI2,2357
IFITM1,ENSG00000185885,Gene Expression,GRCh38,653,1002.0,IFITM1,653
OR51B5,ENSG00000167355,Gene Expression,GRCh38,3,3.0,OR51B5,3
LINC02009,ENSG00000283646,Gene Expression,GRCh38,46,57.0,LINC02009,46
TRIM64B,ENSG00000189253,Gene Expression,GRCh38,19,23.0,TRIM64B,19
MFSD11,ENSG00000092931,Gene Expression,GRCh38,1653,2206.0,MFSD11,1653
TFAP2C,ENSG00000087510,Gene Expression,GRCh38,3075,5785.0,TFAP2C,3075
RGS2,ENSG00000116741,Gene Expression,GRCh38,217,246.0,RGS2,217
ORMDL3,ENSG00000172057,Gene Expression,GRCh38,724,812.0,ORMDL3,724
NOTCH1,ENSG00000148400,Gene Expression,GRCh38,158,179.0,NOTCH1,158
ZNF132,ENSG00000131849,Gene Expression,GRCh38,22,22.0,ZNF132,22
MANF,ENSG00000145050,Gene Expression,GRCh38,4348,12073.0,MANF,4348
KIAA1324,ENSG00000116299,Gene Expression,GRCh38,95,98.0,KIAA1324,95
MSN,ENSG00000147065,Gene Expression,GRCh38,1265,1831.0,MSN,1265
AC016877.1,ENSG00000229625,Gene Expression,GRCh38,9,11.0,AC016877.1,9
AC130456.5,ENSG00000260934,Gene Expression,GRCh38,50,50.0,AC130456.5,50
RPL28,ENSG00000108107,Gene Expression,GRCh38,9161,142735.0,RPL28,9161
ZNF347,ENSG00000197937,Gene Expression,GRCh38,300,313.0,ZNF347,300
AC021074.3,ENSG00000243818,Gene Expression,GRCh38,15,15.0,AC021074.3,15
MCCC2,ENSG00000131844,Gene Expression,GRCh38,966,1132.0,MCCC2,966
VTCN1,ENSG00000134258,Gene Expression,GRCh38,226,266.0,VTCN1,226
CYR61,ENSG00000142871,Gene Expression,GRCh38,3115,11017.0,CYR61,3115
THAP9,ENSG00000168152,Gene Expression,GRCh38,139,146.0,THAP9,139
GPR176,ENSG00000166073,Gene Expression,GRCh38,7,7.0,GPR176,7
SLCO4A1-AS1,ENSG00000232803,Gene Expression,GRCh38,41,42.0,SLCO4A1-AS1,41
AC104506.1,ENSG00000273204,Gene Expression,GRCh38,130,144.0,AC104506.1,130
AL445231.1,ENSG00000236137,Gene Expression,GRCh38,15,15.0,AL445231.1,15
HSBP1,ENSG00000230989,Gene Expression,GRCh38,4797,12735.0,HSBP1,4797
CCDC90B,ENSG00000137500,Gene Expression,GRCh38,1053,1259.0,CCDC90B,1053
BARX1,ENSG00000131668,Gene Expression,GRCh38,3,4.0,BARX1,3
DNAH11,ENSG00000105877,Gene Expression,GRCh38,36,36.0,DNAH11,36
AF213884.3,ENSG00000260651,Gene Expression,GRCh38,29,29.0,AF213884.3,29
PRR7-AS1,ENSG00000246334,Gene Expression,GRCh38,4,4.0,PRR7-AS1,4
N4BP2L2,ENSG00000244754,Gene Expression,GRCh38,3499,6406.0,N4BP2L2,3499
POLK,ENSG00000122008,Gene Expression,GRCh38,881,1007.0,POLK,881
CTBP1,ENSG00000159692,Gene Expression,GRCh38,1962,2720.0,CTBP1,1962
RAE1,ENSG00000101146,Gene Expression,GRCh38,556,608.0,RAE1,556
NETO2,ENSG00000171208,Gene Expression,GRCh38,16,16.0,NETO2,16
DHX30,ENSG00000132153,Gene Expression,GRCh38,1087,1246.0,DHX30,1087
GOLGA6L4,ENSG00000184206,Gene Expression,GRCh38,147,154.0,GOLGA6L4,147
ERC1,ENSG00000082805,Gene Expression,GRCh38,1997,2784.0,ERC1,1997
AL353194.1,ENSG00000229539,Gene Expression,GRCh38,63,66.0,AL353194.1,63
AC016355.1,ENSG00000270964,Gene Expression,GRCh38,5,5.0,AC016355.1,5
AL662844.4,ENSG00000272501,Gene Expression,GRCh38,7,7.0,AL662844.4,7
TGFBR2,ENSG00000163513,Gene Expression,GRCh38,2196,4767.0,TGFBR2,2196
PPM1H,ENSG00000111110,Gene Expression,GRCh38,121,132.0,PPM1H,121
ANKRD13B,ENSG00000198720,Gene Expression,GRCh38,23,24.0,ANKRD13B,23
SEC14L2,ENSG00000100003,Gene Expression,GRCh38,7,7.0,SEC14L2,7
PDZD11,ENSG00000120509,Gene Expression,GRCh38,841,1043.0,PDZD11,841
IGF2,ENSG00000167244,Gene Expression,GRCh38,6373,37245.0,IGF2,6373
AC079907.2,ENSG00000258308,Gene Expression,GRCh38,10,11.0,AC079907.2,10
C9orf85,ENSG00000155621,Gene Expression,GRCh38,1166,1376.0,C9orf85,1166
PKN1,ENSG00000123143,Gene Expression,GRCh38,2016,2749.0,PKN1,2016
AL450322.2,ENSG00000229672,Gene Expression,GRCh38,6,6.0,AL450322.2,6
MCMBP,ENSG00000197771,Gene Expression,GRCh38,1155,1406.0,MCMBP,1155
MCM9,ENSG00000111877,Gene Expression,GRCh38,329,349.0,MCM9,329
NBPF12,ENSG00000268043,Gene Expression,GRCh38,218,222.0,NBPF12,218
CFAP300,ENSG00000137691,Gene Expression,GRCh38,8,8.0,CFAP300,8
AL355512.1,ENSG00000273143,Gene Expression,GRCh38,100,110.0,AL355512.1,100
ZNF410,ENSG00000119725,Gene Expression,GRCh38,139,143.0,ZNF410,139
PAF1,ENSG00000006712,Gene Expression,GRCh38,766,853.0,PAF1,766
WSB2,ENSG00000176871,Gene Expression,GRCh38,1938,2924.0,WSB2,1938
HCAR1,ENSG00000196917,Gene Expression,GRCh38,270,284.0,HCAR1,270
KDM5A,ENSG00000073614,Gene Expression,GRCh38,2638,3941.0,KDM5A,2638
FKBP1A,ENSG00000088832,Gene Expression,GRCh38,5914,23899.0,FKBP1A,5914
MCL1,ENSG00000143384,Gene Expression,GRCh38,3250,6463.0,MCL1,3250
CASTOR1,ENSG00000239282,Gene Expression,GRCh38,854,1088.0,CASTOR1,854
TBC1D22A,ENSG00000054611,Gene Expression,GRCh38,878,1033.0,TBC1D22A,878
SLC25A15,ENSG00000102743,Gene Expression,GRCh38,1005,1328.0,SLC25A15,1005
GSTM2,ENSG00000213366,Gene Expression,GRCh38,35,35.0,GSTM2,35
AC099524.1,ENSG00000261218,Gene Expression,GRCh38,10,10.0,AC099524.1,10
ARL2BP,ENSG00000102931,Gene Expression,GRCh38,940,1148.0,ARL2BP,940
TRIT1,ENSG00000043514,Gene Expression,GRCh38,758,827.0,TRIT1,758
ACADM,ENSG00000117054,Gene Expression,GRCh38,741,863.0,ACADM,741
C5orf49,ENSG00000215217,Gene Expression,GRCh38,9,9.0,C5orf49,9
LINC00621,ENSG00000262619,Gene Expression,GRCh38,19,20.0,LINC00621,19
RFX1,ENSG00000132005,Gene Expression,GRCh38,1180,1441.0,RFX1,1180
MMP2,ENSG00000087245,Gene Expression,GRCh38,6073,50353.0,MMP2,6073
LGALS3,ENSG00000131981,Gene Expression,GRCh38,5906,23420.0,LGALS3,5906
KRT222,ENSG00000213424,Gene Expression,GRCh38,11,11.0,KRT222,11
DGCR6L,ENSG00000128185,Gene Expression,GRCh38,1133,1399.0,DGCR6L,1133
DGAT1,ENSG00000185000,Gene Expression,GRCh38,736,864.0,DGAT1,736
ARHGAP5-AS1,ENSG00000258655,Gene Expression,GRCh38,63,66.0,ARHGAP5-AS1,63
RTL5,ENSG00000242732,Gene Expression,GRCh38,21,22.0,RTL5,21
CREBZF,ENSG00000137504,Gene Expression,GRCh38,1194,1413.0,CREBZF,1194
SLC27A3,ENSG00000143554,Gene Expression,GRCh38,255,274.0,SLC27A3,255
ZDHHC14,ENSG00000175048,Gene Expression,GRCh38,370,427.0,ZDHHC14,370
AC010325.1,ENSG00000261341,Gene Expression,GRCh38,22,22.0,AC010325.1,22
LINC01770,ENSG00000225285,Gene Expression,GRCh38,9,9.0,LINC01770,9
ZSWIM5,ENSG00000162415,Gene Expression,GRCh38,12,12.0,ZSWIM5,12
NCAPG,ENSG00000109805,Gene Expression,GRCh38,57,74.0,NCAPG,57
PRKAA1,ENSG00000132356,Gene Expression,GRCh38,929,1074.0,PRKAA1,929
C2CD6,ENSG00000155754,Gene Expression,GRCh38,3,3.0,C2CD6,3
ASPRV1,ENSG00000244617,Gene Expression,GRCh38,14,14.0,ASPRV1,14
SHISAL2B,ENSG00000145642,Gene Expression,GRCh38,4,4.0,SHISAL2B,4
AC245041.1,ENSG00000273760,Gene Expression,GRCh38,41,48.0,AC245041.1,41
MNX1-AS1,ENSG00000243479,Gene Expression,GRCh38,13,13.0,MNX1-AS1,13
SLC29A3,ENSG00000198246,Gene Expression,GRCh38,732,884.0,SLC29A3,732
BEST3,ENSG00000127325,Gene Expression,GRCh38,68,72.0,BEST3,68
SPNS1,ENSG00000169682,Gene Expression,GRCh38,1422,1840.0,SPNS1,1422
PIGX,ENSG00000163964,Gene Expression,GRCh38,777,978.0,PIGX,777
KIF22,ENSG00000079616,Gene Expression,GRCh38,707,788.0,KIF22,707
AC005828.3,ENSG00000263644,Gene Expression,GRCh38,26,26.0,AC005828.3,26
RBMX2,ENSG00000134597,Gene Expression,GRCh38,721,817.0,RBMX2,721
AC124804.1,ENSG00000264985,Gene Expression,GRCh38,4,4.0,AC124804.1,4
MAK16,ENSG00000198042,Gene Expression,GRCh38,596,649.0,MAK16,596
SEM1,ENSG00000127922,Gene Expression,GRCh38,5688,18875.0,SEM1,5688
ZNF783,ENSG00000204946,Gene Expression,GRCh38,355,378.0,ZNF783,355
FBXO43,ENSG00000156509,Gene Expression,GRCh38,4,4.0,FBXO43,4
AC026250.1,ENSG00000245522,Gene Expression,GRCh38,87,89.0,AC026250.1,87
KYAT1,ENSG00000171097,Gene Expression,GRCh38,153,161.0,KYAT1,153
RPLP2,ENSG00000177600,Gene Expression,GRCh38,9366,143244.0,RPLP2,9366
NDUFAB1,ENSG00000004779,Gene Expression,GRCh38,3227,5883.0,NDUFAB1,3227
POLB,ENSG00000070501,Gene Expression,GRCh38,548,594.0,POLB,548
BTRC,ENSG00000166167,Gene Expression,GRCh38,794,888.0,BTRC,794
AC093591.2,ENSG00000261668,Gene Expression,GRCh38,14,14.0,AC093591.2,14
AL031432.1,ENSG00000231953,Gene Expression,GRCh38,14,15.0,AL031432.1,14
SLC36A1,ENSG00000123643,Gene Expression,GRCh38,957,1117.0,SLC36A1,957
MANBA,ENSG00000109323,Gene Expression,GRCh38,637,720.0,MANBA,637
PRELID3B,ENSG00000101166,Gene Expression,GRCh38,1838,2514.0,PRELID3B,1838
SOCS2,ENSG00000120833,Gene Expression,GRCh38,356,431.0,SOCS2,356
AC114498.1,ENSG00000235146,Gene Expression,GRCh38,33,37.0,AC114498.1,33
SF3A3,ENSG00000183431,Gene Expression,GRCh38,1294,1605.0,SF3A3,1294
CCDC22,ENSG00000101997,Gene Expression,GRCh38,269,273.0,CCDC22,269
ACSL3,ENSG00000123983,Gene Expression,GRCh38,1809,2890.0,ACSL3,1809
TRUB2,ENSG00000167112,Gene Expression,GRCh38,696,775.0,TRUB2,696
ZNF284,ENSG00000186026,Gene Expression,GRCh38,44,44.0,ZNF284,44
AC093766.1,ENSG00000250501,Gene Expression,GRCh38,4,4.0,AC093766.1,4
TLX2,ENSG00000115297,Gene Expression,GRCh38,3,3.0,TLX2,3
ARHGAP25,ENSG00000163219,Gene Expression,GRCh38,27,27.0,ARHGAP25,27
ARID3A,ENSG00000116017,Gene Expression,GRCh38,6876,33237.0,ARID3A,6876
USP50,ENSG00000170236,Gene Expression,GRCh38,12,12.0,USP50,12
AC004148.2,ENSG00000263272,Gene Expression,GRCh38,116,122.0,AC004148.2,116
RINT1,ENSG00000135249,Gene Expression,GRCh38,301,311.0,RINT1,301
CPSF7,ENSG00000149532,Gene Expression,GRCh38,538,569.0,CPSF7,538
AC022144.1,ENSG00000267892,Gene Expression,GRCh38,160,174.0,AC022144.1,160
TPI1,ENSG00000111669,Gene Expression,GRCh38,5602,21266.0,TPI1,5602
DSCAM-AS1,ENSG00000235123,Gene Expression,GRCh38,70,79.0,DSCAM-AS1,70
PGBD1,ENSG00000137338,Gene Expression,GRCh38,54,54.0,PGBD1,54
AL022323.4,ENSG00000279110,Gene Expression,GRCh38,13,13.0,AL022323.4,13
AC068631.1,ENSG00000197099,Gene Expression,GRCh38,44,45.0,AC068631.1,44
NLE1,ENSG00000073536,Gene Expression,GRCh38,203,208.0,NLE1,203
LAMTOR2,ENSG00000116586,Gene Expression,GRCh38,2692,4372.0,LAMTOR2,2692
HK1,ENSG00000156515,Gene Expression,GRCh38,1774,2244.0,HK1,1774
RUNDC3A,ENSG00000108309,Gene Expression,GRCh38,16,17.0,RUNDC3A,16
AL451050.2,ENSG00000272205,Gene Expression,GRCh38,12,13.0,AL451050.2,12
C19orf54,ENSG00000188493,Gene Expression,GRCh38,259,289.0,C19orf54,259
HEXDC,ENSG00000169660,Gene Expression,GRCh38,493,524.0,HEXDC,493
ZNF589,ENSG00000164048,Gene Expression,GRCh38,84,84.0,ZNF589,84
CTNS,ENSG00000040531,Gene Expression,GRCh38,264,275.0,CTNS,264
SMIM24,ENSG00000095932,Gene Expression,GRCh38,4,4.0,SMIM24,4
DFFB,ENSG00000169598,Gene Expression,GRCh38,510,562.0,DFFB,510
SLC44A4,ENSG00000204385,Gene Expression,GRCh38,18,20.0,SLC44A4,18
KLRG2,ENSG00000188883,Gene Expression,GRCh38,44,47.0,KLRG2,44
PMM2,ENSG00000140650,Gene Expression,GRCh38,1860,2384.0,PMM2,1860
INPPL1,ENSG00000165458,Gene Expression,GRCh38,2267,3131.0,INPPL1,2267
SOCS1,ENSG00000185338,Gene Expression,GRCh38,925,1307.0,SOCS1,925
COL14A1,ENSG00000187955,Gene Expression,GRCh38,97,112.0,COL14A1,97
TTC31,ENSG00000115282,Gene Expression,GRCh38,377,410.0,TTC31,377
PTAR1,ENSG00000188647,Gene Expression,GRCh38,1348,1621.0,PTAR1,1348
KDM8,ENSG00000155666,Gene Expression,GRCh38,19,19.0,KDM8,19
TSPAN1,ENSG00000117472,Gene Expression,GRCh38,6,6.0,TSPAN1,6
USP6,ENSG00000129204,Gene Expression,GRCh38,98,100.0,USP6,98
AQR,ENSG00000021776,Gene Expression,GRCh38,1020,1174.0,AQR,1020
RABGGTA,ENSG00000100949,Gene Expression,GRCh38,818,942.0,RABGGTA,818
NPB,ENSG00000183979,Gene Expression,GRCh38,569,1048.0,NPB,569
MZF1-AS1,ENSG00000267858,Gene Expression,GRCh38,211,240.0,MZF1-AS1,211
SERPINE3,ENSG00000253309,Gene Expression,GRCh38,9,9.0,SERPINE3,9
UBE2V2,ENSG00000169139,Gene Expression,GRCh38,1635,2117.0,UBE2V2,1635
ZCCHC10,ENSG00000155329,Gene Expression,GRCh38,2005,2915.0,ZCCHC10,2005
LENG1,ENSG00000105617,Gene Expression,GRCh38,639,706.0,LENG1,639
C17orf75,ENSG00000108666,Gene Expression,GRCh38,567,616.0,C17orf75,567
PTPN23,ENSG00000076201,Gene Expression,GRCh38,1210,1436.0,PTPN23,1210
PELP1,ENSG00000141456,Gene Expression,GRCh38,1080,1278.0,PELP1,1080
HADHA,ENSG00000084754,Gene Expression,GRCh38,3018,5100.0,HADHA,3018
AL513550.1,ENSG00000228506,Gene Expression,GRCh38,36,38.0,AL513550.1,36
SLC35G5,ENSG00000177710,Gene Expression,GRCh38,4,4.0,SLC35G5,4
EVPL,ENSG00000167880,Gene Expression,GRCh38,19,20.0,EVPL,19
TUT7,ENSG00000083223,Gene Expression,GRCh38,1480,1853.0,TUT7,1480
BCKDHB,ENSG00000083123,Gene Expression,GRCh38,409,440.0,BCKDHB,409
SERPINB3,ENSG00000057149,Gene Expression,GRCh38,4,4.0,SERPINB3,4
HUS1B,ENSG00000188996,Gene Expression,GRCh38,20,21.0,HUS1B,20
SPTY2D1,ENSG00000179119,Gene Expression,GRCh38,2297,3435.0,SPTY2D1,2297
KLF8,ENSG00000102349,Gene Expression,GRCh38,735,875.0,KLF8,735
LYPLA2,ENSG00000011009,Gene Expression,GRCh38,1966,2642.0,LYPLA2,1966
FOXQ1,ENSG00000164379,Gene Expression,GRCh38,4,4.0,FOXQ1,4
GRAMD1B,ENSG00000023171,Gene Expression,GRCh38,1225,1535.0,GRAMD1B,1225
OR6C75,ENSG00000187857,Gene Expression,GRCh38,8,8.0,OR6C75,8
TEDC2,ENSG00000162062,Gene Expression,GRCh38,149,155.0,TEDC2,149
MED9,ENSG00000141026,Gene Expression,GRCh38,196,205.0,MED9,196
GOSR1,ENSG00000108587,Gene Expression,GRCh38,1653,2143.0,GOSR1,1653
AL162741.1,ENSG00000260179,Gene Expression,GRCh38,6,6.0,AL162741.1,6
NBPF3,ENSG00000142794,Gene Expression,GRCh38,355,375.0,NBPF3,355
RRM2,ENSG00000171848,Gene Expression,GRCh38,71,112.0,RRM2,71
FAT2,ENSG00000086570,Gene Expression,GRCh38,2206,4526.0,FAT2,2206
