uniprot	Entry	gene_name
Q8IVU9	CBCO1_HUMAN	CABCOCO1
P48052	CBPA2_HUMAN	CPA2
Q9UI42	CBPA4_HUMAN	CPA4
Q8N4T0	CBPA6_HUMAN	CPA6
P14384	CBPM_HUMAN	CPM
Q9Y646	CBPQ_HUMAN	CPQ
P16152	CBR1_HUMAN	CBR1
Q8IUF1	CBWD2_HUMAN	CBWD2
Q96M34	CC030_HUMAN	C3orf30
Q6ZRV3	CC074_HUMAN	LINC00696
A0A1B0GTC6	CC085_HUMAN	C3orf85
Q9BWC9	CC106_HUMAN	CCDC106
Q8WV48	CC107_HUMAN	CCDC107
Q8NCU1	CC197_HUMAN	CCDC197
Q8N1B3	CCNQ_HUMAN	CCNQ
O60563	CCNT1_HUMAN	CCNT1
P46092	CCR10_HUMAN	CCR10
P41597	CCR2_HUMAN	CCR2
P51681	CCR5_HUMAN	CCR5
P32248	CCR7_HUMAN	CCR7
O14618	CCS_HUMAN	CCS
Q5T2Q4	CCYL2_HUMAN	CCNYL2
P86790	CCZ1B_HUMAN	CCZ1B
Q6W349	CD011_HUMAN	LINC00575
Q8IY42	CD019_HUMAN	C4orf19
O95400	CD2B2_HUMAN	CD2BP2
P20138	CD33_HUMAN	CD33
P28906	CD34_HUMAN	CD34
P16671	CD36_HUMAN	CD36
P28907	CD38_HUMAN	CD38
P29965	CD40L_HUMAN	CD40LG
Q13042	CDC16_HUMAN	CDC16
Q00534	CDK6_HUMAN	CDK6
O14519	CDKA1_HUMAN	CDK2AP1
P51861	CDR1_HUMAN	CDR1
Q01850	CDR2_HUMAN	CDR2
Q96T59	CDRTF_HUMAN	CDRT15
Q9H211	CDT1_HUMAN	CDT1
Q9H5L9	CE066_HUMAN	C5orf66
O60308	CE104_HUMAN	CEP104
Q8N960	CE120_HUMAN	CEP120
Q6ZU80	CE128_HUMAN	CEP128
P09093	CEL3A_HUMAN	CELA3A
Q8WUJ3	CEMIP_HUMAN	CEMIP
Q86XR8	CEP57_HUMAN	CEP57
Q76N32	CEP68_HUMAN	CEP68
Q6P2H3	CEP85_HUMAN	CEP85
Q96GE4	CEP95_HUMAN	CEP95
Q9Y6K0	CEPT1_HUMAN	CEPT1
Q8IU89	CERS3_HUMAN	CERS3
O15182	CETN3_HUMAN	CETN3
P78396	CCNA1_HUMAN	CCNA1
O95067	CCNB2_HUMAN	CCNB2
O96020	CCNE2_HUMAN	CCNE2
Q14094	CCNI_HUMAN	CCNI
Q9HCU0	CD248_HUMAN	CD248
P26842	CD27_HUMAN	CD27
P20963	CD3Z_HUMAN	CD247
P31358	CD52_HUMAN	CD52
P34810	CD68_HUMAN	CD68
P32970	CD70_HUMAN	CD70
P27701	CD82_HUMAN	CD82
Q8NHZ8	CDC26_HUMAN	CDC26
Q99741	CDC6_HUMAN	CDC6
Q6P1J9	CDC73_HUMAN	CDC73
A6H8M9	CDHR4_HUMAN	CDHR4
Q9HBB8	CDHR5_HUMAN	CDHR5
Q96Q40	CDK15_HUMAN	CDK15
Q00536	CDK16_HUMAN	CDK16
Q07002	CDK18_HUMAN	CDK18
Q8IZL9	CDK20_HUMAN	CDK20
P11802	CDK4_HUMAN	CDK4
P50613	CDK7_HUMAN	CDK7
P42771	CDN2A_HUMAN	CDKN2A
P42773	CDN2C_HUMAN	CDKN2C
Q49AH0	CDNF_HUMAN	CDNF
Q86X02	CDR2L_HUMAN	CDR2L
P47902	CDX1_HUMAN	CDX1
Q52M75	CE027_HUMAN	LINC01554
Q569G3	CE047_HUMAN	C5orf47
Q8N8D9	CE056_HUMAN	C5orf56
Q2M2E5	CE064_HUMAN	C5orf64
Q9C0D2	CE295_HUMAN	CEP295
A8MTB9	CEA18_HUMAN	CEACAM18
Q6UY09	CEA20_HUMAN	CEACAM20
Q3KPI0	CEA21_HUMAN	CEACAM21
P13688	CEAM1_HUMAN	CEACAM1
P06731	CEAM5_HUMAN	CEACAM5
Q14002	CEAM7_HUMAN	CEACAM7
P17676	CEBPB_HUMAN	CEBPB
Q15744	CEBPE_HUMAN	CEBPE
Q02224	CENPE_HUMAN	CENPE
Q9H3R5	CENPH_HUMAN	CENPH
Q53EZ4	CEP55_HUMAN	CEP55
Q8NHQ1	CEP70_HUMAN	CEP70
Q8TCT0	CERK1_HUMAN	CERK
Q49MI3	CERKL_HUMAN	CERKL
Q6ZMG9	CERS6_HUMAN	CERS6
Q5SRN2	CF010_HUMAN	C6orf10
Q9HD87	CF050_HUMAN	C6orf50
Q5T5N4	CF118_HUMAN	C6orf118
Q5SQH8	CF136_HUMAN	C6orf136
Q5T699	CF183_HUMAN	C6orf183
Q7Z4U5	CF201_HUMAN	C6orf201
Q8N1V2	CFA52_HUMAN	CFAP52
Q96MR6	CFA57_HUMAN	CFAP57
Q7Z4T9	CFA91_HUMAN	MAATS1
D6REC4	CFA99_HUMAN	CFAP99
P00751	CFAB_HUMAN	CFB
P00746	CFAD_HUMAN	CFD
P0CG36	CFC1B_HUMAN	CFC1B
P13569	CFTR_HUMAN	CFTR
Q8N865	CG031_HUMAN	C7orf31
Q9BRJ6	CG050_HUMAN	C7orf50
Q8N6G5	CGAT2_HUMAN	CSGALNACT2
P0DN87	CGB7_HUMAN	CGB7
P32929	CGL_HUMAN	CTH
Q9H7E9	CH033_HUMAN	C8orf33
Q96NL8	CH037_HUMAN	C8orf37
Q96LL4	CH048_HUMAN	C8orf48
Q6ZUL3	CH086_HUMAN	C8orf86
P10809	CH60_HUMAN	HSPD1
Q9NUG4	CCM2L_HUMAN	CCM2L
P24385	CCND1_HUMAN	CCND1
P24864	CCNE1_HUMAN	CCNE1
P41002	CCNF_HUMAN	CCNF
P51959	CCNG1_HUMAN	CCNG1
Q6ZMN8	CCNI2_HUMAN	CCNI2
P22674	CCNO_HUMAN	CCNO
O60583	CCNT2_HUMAN	CCNT2
Q6IQ19	CCSAP_HUMAN	CCSAP
P08571	CD14_HUMAN	CD14
Q5M9N0	CD158_HUMAN	CCDC158
Q8N6Q3	CD177_HUMAN	CD177
P15391	CD19_HUMAN	CD19
P11049	CD37_HUMAN	CD37
P04234	CD3D_HUMAN	CD3D
P01730	CD4_HUMAN	CD4
P19397	CD53_HUMAN	CD53
Q15078	CD5R1_HUMAN	CDK5R1
P21854	CD72_HUMAN	CD72
P09564	CD7_HUMAN	CD7
P33681	CD80_HUMAN	CD80
P60033	CD81_HUMAN	CD81
O00311	CDC7_HUMAN	CDC7
Q9BWT1	CDCA7_HUMAN	CDCA7
P32320	CDD_HUMAN	CDA
Q15131	CDK10_HUMAN	CDK10
Q9NYV4	CDK12_HUMAN	CDK12
Q14004	CDK13_HUMAN	CDK13
Q00537	CDK17_HUMAN	CDK17
P24941	CDK2_HUMAN	CDK2
Q5MAI5	CDKL4_HUMAN	CDKL4
Q16667	CDKN3_HUMAN	CDKN3
Q96GV9	CE030_HUMAN	C5orf30
Q6UWT4	CE046_HUMAN	C5orf46
A6NDU8	CE051_HUMAN	C5orf51
C9J3I9	CE058_HUMAN	C5orf58
F2Z3F1	CE067_HUMAN	C5orf67
Q8N8E3	CE112_HUMAN	CEP112
O94986	CE152_HUMAN	CEP152
Q5SW79	CE170_HUMAN	CEP170
Q7Z692	CEA19_HUMAN	CEACAM19
O75871	CEAM4_HUMAN	CEACAM4
P31997	CEAM8_HUMAN	CEACAM8
Q8N7Q2	CEAS1_HUMAN	CELF2-AS1
P53567	CEBPG_HUMAN	CEBPG
Q9BXF3	CECR2_HUMAN	CECR2
Q86SI9	CEI_HUMAN	C5orf38
Q92879	CELF1_HUMAN	CELF1
Q96J87	CELF6_HUMAN	CELF6
Q92674	CENPI_HUMAN	CENPI
Q8N2Z9	CENPS_HUMAN	CENPS
Q96BT3	CENPT_HUMAN	CENPT
Q7Z7K6	CENPV_HUMAN	CENPV
Q96LK0	CEP19_HUMAN	CEP19
Q96MT8	CEP63_HUMAN	CEP63
Q5JQF7	CF100_HUMAN	LINC01556
Q9H6K1	CF106_HUMAN	C6orf106
Q9Y6Z2	CF123_HUMAN	LINC01558
Q5T0Z8	CF132_HUMAN	C6orf132
Q6P656	CF161_HUMAN	CFAP161
Q96MT4	CF195_HUMAN	LINC01600
Q8IYR0	CF206_HUMAN	CFAP206
Q8N0U6	CF218_HUMAN	LINC00518
Q8NEG2	CG057_HUMAN	C7orf57
Q6ZTY9	CG065_HUMAN	C7orf65
Q99674	CGRE1_HUMAN	CGREF1
Q8TAG6	CH046_HUMAN	C8orf46
Q8NAV2	CH058_HUMAN	C8orf58
Q8N0T1	CH059_HUMAN	C8orf59
Q96K31	CH076_HUMAN	C8orf76
Q8WUX2	CHAC2_HUMAN	CHAC2
Q96JM3	CHAP1_HUMAN	CHAMP1
Q9BSY4	CHCH5_HUMAN	CHCHD5
Q5T1J5	CHCH9_HUMAN	CHCHD2P9
Q9P2D1	CHD7_HUMAN	CHD7
Q9HCK8	CHD8_HUMAN	CHD8
Q9UKJ5	CHIC2_HUMAN	CHIC2
Q9H444	CHM4B_HUMAN	CHMP4B
Q9NZZ3	CHMP5_HUMAN	CHMP5
Q9NXV6	CARF_HUMAN	CDKN2AIP
Q8ND23	CARL3_HUMAN	CARMIL3
Q16568	CART_HUMAN	CARTPT
P49662	CASP4_HUMAN	CASP4
Q6UXS9	CASPC_HUMAN	CASP12
Q9NQ75	CASS4_HUMAN	CASS4
A6NHX0	CAST2_HUMAN	CASTOR2
P53634	CATC_HUMAN	CTSC
P07339	CATD_HUMAN	CTSD
Q9UBX1	CATF_HUMAN	CTSF
P56202	CATW_HUMAN	CTSW
P15086	CBPB1_HUMAN	CPB1
Q96IY4	CBPB2_HUMAN	CPB2
Q96MI9	CBPC4_HUMAN	AGBL1
P15169	CBPN_HUMAN	CPN1
Q8IVL8	CBPO_HUMAN	CPO
Q92793	CBP_HUMAN	CREBBP
Q8N4T8	CBR4_HUMAN	CBR4
Q5RIA9	CBWD5_HUMAN	CBWD5
Q9Y3M2	CBY1_HUMAN	CBY1
Q8N813	CC056_HUMAN	C3orf56
A6NLC5	CC070_HUMAN	C3orf70
Q8IYX3	CC116_HUMAN	CCDC116
Q96HB5	CC120_HUMAN	CCDC120
Q86Z20	CC125_HUMAN	CCDC125
Q96EE4	CC126_HUMAN	CCDC126
P13994	CC130_HUMAN	CCDC130
Q6PK04	CC137_HUMAN	CCDC137
Q96MF4	CC140_HUMAN	CCDC140
Q8NCX0	CC150_HUMAN	CCDC150
Q494R4	CC153_HUMAN	CCDC153
A6NI56	CC154_HUMAN	CCDC154
A6NGH7	CC160_HUMAN	CCDC160
P0CW27	CC166_HUMAN	CCDC166
A6NNP5	CC169_HUMAN	CCDC169
Q6TFL3	CC171_HUMAN	CCDC171
A0A1B0GUA6	CC195_HUMAN	CCDC195
Q8NHW4	CC4L_HUMAN	CCL4L1
Q9NV96	CC50A_HUMAN	TMEM30A
Q8N9Z2	CC71L_HUMAN	CCDC71L
Q8IX12	CCAR1_HUMAN	CCAR1
Q8N163	CCAR2_HUMAN	CCAR2
P20248	CCNA2_HUMAN	CCNA2
P30279	CCND2_HUMAN	CCND2
Q96S94	CCNL2_HUMAN	CCNL2
P51684	CCR6_HUMAN	CCR6
P51685	CCR8_HUMAN	CCR8
P51686	CCR9_HUMAN	CCR9
O00421	CCRL2_HUMAN	CCRL2
Q9C0I3	CCSE1_HUMAN	CCSER1
Q9H7U1	CCSE2_HUMAN	CCSER2
Q8N7R7	CCYL1_HUMAN	CCNYL1
Q99440	CD006_HUMAN	LINC01587
Q96KX1	CD036_HUMAN	C4orf36
P29016	CD1B_HUMAN	CD1B
P29017	CD1C_HUMAN	CD1C
P15813	CD1D_HUMAN	CD1D
P15812	CD1E_HUMAN	CD1E
Q86Y33	CD20B_HUMAN	CDC20B
P20273	CD22_HUMAN	CD22
Q9BZW8	CD244_HUMAN	CD244
Q9NPF0	CD320_HUMAN	CD320
P07766	CD3E_HUMAN	CD3E
O43866	CD5L_HUMAN	CD5L
Q13319	CD5R2_HUMAN	CDK5R2
P10966	CD8B_HUMAN	CD8B
Q12834	CDC20_HUMAN	CDC20
Q16543	CDC37_HUMAN	CDC37
Q9BXL8	CDCA4_HUMAN	CDCA4
Q96JP9	CDHR1_HUMAN	CDHR1
Q6ZTQ4	CDHR3_HUMAN	CDHR3
P06493	CDK1_HUMAN	CDK1
O75956	CDKA2_HUMAN	CDK2AP2
P38936	CDN1A_HUMAN	CDKN1A
P49918	CDN1C_HUMAN	CDKN1C
Q16878	CDO1_HUMAN	CDO1
Q4KMG0	CDON_HUMAN	CDON
O95170	CDRT1_HUMAN	CDRT1
Q9UKY7	CDV3_HUMAN	CDV3
Q86WR0	CCD25_HUMAN	CCDC25
Q96HJ3	CCD34_HUMAN	CCDC34
Q8IWA6	CCD60_HUMAN	CCDC60
Q9H2F9	CCD68_HUMAN	CCDC68
Q8IWF9	CCD83_HUMAN	CCDC83
Q9H6F5	CCD86_HUMAN	CCDC86
Q9H0W5	CCDC8_HUMAN	CCDC8
O60359	CCG3_HUMAN	CACNG3
Q9UBN1	CCG4_HUMAN	CACNG4
Q9UF02	CCG5_HUMAN	CACNG5
Q9BXT2	CCG6_HUMAN	CACNG6
P62955	CCG7_HUMAN	CACNG7
Q8WXS5	CCG8_HUMAN	CACNG8
Q99616	CCL13_HUMAN	CCL13
O15467	CCL16_HUMAN	CCL16
P55773	CCL23_HUMAN	CCL23
P13500	CCL2_HUMAN	CCL2
P30281	CCND3_HUMAN	CCND3
P51946	CCNH_HUMAN	CCNH
O75909	CCNK_HUMAN	CCNK
Q8ND76	CCNY_HUMAN	CCNY
P51677	CCR3_HUMAN	CCR3
P51679	CCR4_HUMAN	CCR4
Q96LM5	CD045_HUMAN	C4orf45
Q5BLP8	CD048_HUMAN	C4orf48
Q9UQ88	CD11A_HUMAN	CDK11A
Q9NNX6	CD209_HUMAN	CD209
P11836	CD20_HUMAN	MS4A1
Q15762	CD226_HUMAN	CD226
P25063	CD24_HUMAN	CD24
Q5ZPR3	CD276_HUMAN	CD276
P42081	CD86_HUMAN	CD86
P48960	CD97_HUMAN	CD97
P14209	CD99_HUMAN	CD99
Q69YH5	CDCA2_HUMAN	CDCA2
Q5VXM1	CDCP2_HUMAN	CDCP2
Q9H305	CDIP1_HUMAN	CDIP1
O14735	CDIPT_HUMAN	CDIPT
Q00532	CDKL1_HUMAN	CDKL1
Q92772	CDKL2_HUMAN	CDKL2
O76039	CDKL5_HUMAN	CDKL5
Q8N9R6	CDRT4_HUMAN	CDRT4
Q92903	CDS1_HUMAN	CDS1
Q99626	CDX2_HUMAN	CDX2
Q9Y6F8	CDY1_HUMAN	CDY1
Q9Y232	CDYL_HUMAN	CDYL
Q9P2H0	CE126_HUMAN	CEP126
Q9UPV0	CE164_HUMAN	CEP164
O15078	CE290_HUMAN	CEP290
Q8IYX8	CE57L_HUMAN	CEP57L1
P40198	CEAM3_HUMAN	CEACAM3
P49716	CEBPD_HUMAN	CEBPD
Q8N6W0	CELF5_HUMAN	CELF5
Q6PRD7	CEMP1_HUMAN	CEMP1
P49450	CENPA_HUMAN	CENPA
Q03188	CENPC_HUMAN	CENPC
Q9BS16	CENPK_HUMAN	CENPK
Q9NSP4	CENPM_HUMAN	CENPM
Q96H22	CENPN_HUMAN	CENPN
Q7L2Z9	CENPQ_HUMAN	CENPQ
Q5EE01	CENPW_HUMAN	CENPW
Q9C0F1	CEP44_HUMAN	CEP44
Q8TAP6	CEP76_HUMAN	CEP76
Q5JTW2	CEP78_HUMAN	CEP78
Q96ST8	CEP89_HUMAN	CEP89
Q9HA82	CERS4_HUMAN	CERS4
Q8N5B7	CERS5_HUMAN	CERS5
P00450	CERU_HUMAN	CP
Q12798	CETN1_HUMAN	CETN1
P41208	CETN2_HUMAN	CETN2
Q9GZU0	CF062_HUMAN	C6orf62
Q7Z4R8	CF120_HUMAN	C6orf120
P0C7V0	CF217_HUMAN	LINC00271
Q8N319	CF223_HUMAN	C6orf223
Q8TBY9	CF251_HUMAN	WDR66
Q9C0B2	CFA74_HUMAN	CFAP74
P05156	CFAI_HUMAN	CFI
Q9UEE9	CFDP1_HUMAN	CFDP1
Q9BPX7	CG025_HUMAN	C7orf25
Q8IZ16	CG061_HUMAN	C7orf61
Q9H7B7	CG069_HUMAN	C7orf69
Q8N884	CGAS_HUMAN	CGAS
Q6NT52	CGB2_HUMAN	CGB2
P0DN86	CGB3_HUMAN	CGB3
Q99675	CGRF1_HUMAN	CGRRF1
Q16880	CGT_HUMAN	UGT8
P0DN79	CBSL_HUMAN	CBSL
O95931	CBX7_HUMAN	CBX7
A6NI87	CBY3_HUMAN	CBY3
Q0P6D6	CCD15_HUMAN	CCDC15
Q8TAB7	CCD26_HUMAN	CCDC26
Q4G0X9	CCD40_HUMAN	CCDC40
Q6P9F0	CCD62_HUMAN	CCDC62
Q567U6	CCD93_HUMAN	CCDC93
Q96F63	CCD97_HUMAN	CCDC97
Q6ZUT6	CCD9B_HUMAN	CCDC9B
Q96M83	CCDC7_HUMAN	CCDC7
Q8TC90	CCER1_HUMAN	CCER1
Q06432	CCG1_HUMAN	CACNG1
Q9Y698	CCG2_HUMAN	CACNG2
Q16627	CCL14_HUMAN	CCL14
P80075	CCL8_HUMAN	CCL8
Q9BSQ5	CCM2_HUMAN	CCM2
Q16589	CCNG2_HUMAN	CCNG2
Q8IV13	CCNJL_HUMAN	CCNJL
Q9UK58	CCNL1_HUMAN	CCNL1
Q8WVX3	CD003_HUMAN	C4orf3
C9J302	CD051_HUMAN	C4orf51
Q6YHK3	CD109_HUMAN	CD109
P30260	CDC27_HUMAN	CDC27
O75419	CDC45_HUMAN	CDC45
Q49AR2	CE022_HUMAN	C5orf22
Q7Z6I8	CE024_HUMAN	C5orf24
A4QMS7	CE049_HUMAN	C5orf49
A6NGY3	CE052_HUMAN	C5orf52
A6NFR6	CE060_HUMAN	C5orf60
Q5TB80	CE162_HUMAN	CEP162
Q8TEP8	CE192_HUMAN	CEP192
Q5VT06	CE350_HUMAN	CEP350
Q5SZL2	CE85L_HUMAN	CEP85L
Q2WEN9	CEA16_HUMAN	CEACAM16
P40199	CEAM6_HUMAN	CEACAM6
A8MTT3	CEBOS_HUMAN	CEBPZOS
P49715	CEBPA_HUMAN	CEBPA
Q03701	CEBPZ_HUMAN	CEBPZ
Q16739	CEGT_HUMAN	UGCG
Q5SZQ8	CELF3_HUMAN	CELF3
O95992	CH25H_HUMAN	CH25H
Q96EP1	CHFR_HUMAN	CHFR
Q9UNE7	CHIP_HUMAN	STUB1
O14757	CHK1_HUMAN	CHEK1
O96017	CHK2_HUMAN	CHEK2
P59074	CHM4P_HUMAN	CHMP4BP1
Q9NRG0	CHRC1_HUMAN	CHRAC1
Q8IZ52	CHSS2_HUMAN	CHPF
Q9Y4C5	CHST2_HUMAN	CHST2
Q8NCG5	CHST4_HUMAN	CHST4
Q9NS84	CHST7_HUMAN	CHST7
Q9NPF2	CHSTB_HUMAN	CHST11
Q9H2J1	CI037_HUMAN	ARRDC1-AS1
Q8TAL5	CI043_HUMAN	C9orf43
Q8N4C0	CI062_HUMAN	C9orf62
Q5VXU9	CI084_HUMAN	C9orf84
A6NHY6	CI118_HUMAN	C9orf118
Q5VTT2	CI135_HUMAN	C9orf135
Q8N9P6	CI163_HUMAN	C9orf163
Q9Y375	CIA30_HUMAN	NDUFAF1
O76071	CIAO1_HUMAN	CIAO1
Q99828	CIB1_HUMAN	CIB1
Q9P2M7	CING_HUMAN	CGN
Q9NPC3	CIP1_HUMAN	CCNB1IP1
Q86X95	CIR1_HUMAN	CIR1
P51636	CAV2_HUMAN	CAV2
Q6NZI2	CAVN1_HUMAN	CAVIN1
Q9BXY5	CAYP2_HUMAN	CAPS2
Q96KX2	CAZA3_HUMAN	CAPZA3
Q580R0	CB027_HUMAN	C2orf27A;
Q6ZSB3	CB046_HUMAN	LINC00299
Q2NKX9	CB068_HUMAN	C2orf68
A6NGG8	CB071_HUMAN	C2orf71
Q66K79	CBPZ_HUMAN	CPZ
P35520	CBS_HUMAN	CBS
P83916	CBX1_HUMAN	CBX1
O00257	CBX4_HUMAN	CBX4
O95503	CBX6_HUMAN	CBX6
Q9HC52	CBX8_HUMAN	CBX8
Q9HBI5	CC014_HUMAN	C3orf14
Q8N5N4	CC022_HUMAN	C3orf22
Q6P1S2	CC033_HUMAN	C3orf33
Q6ZUJ4	CC062_HUMAN	C3orf62
H3BNL1	CC084_HUMAN	C3orf84
Q8NEF3	CC112_HUMAN	CCDC112
Q96M63	CC114_HUMAN	CCDC114
Q96NT0	CC115_HUMAN	CCDC115
Q96CT7	CC124_HUMAN	CCDC124
Q9H6E4	CC134_HUMAN	CCDC134
Q96JN2	CC136_HUMAN	CCDC136
A5D8V7	CC151_HUMAN	CCDC151
Q0VFZ6	CC173_HUMAN	CCDC173
P0C221	CC175_HUMAN	CCDC175
Q5BJE1	CC178_HUMAN	CCDC178
Q9P1Z9	CC180_HUMAN	CCDC180
H7C350	CC188_HUMAN	CCDC188
Q3MIR4	CC50B_HUMAN	TMEM30B
A6NC98	CC88B_HUMAN	CCDC88B
Q1T7F1	CCB42_HUMAN	
Q6UXH8	CCBE1_HUMAN	CCBE1
Q8WUD4	CCD12_HUMAN	CCDC12
Q5T9S5	CCD18_HUMAN	CCDC18
Q5VVM6	CCD30_HUMAN	CCDC30
Q96M95	CCD42_HUMAN	CCDC42
Q8IVM0	CCD50_HUMAN	CCDC50
Q96ER9	CCD51_HUMAN	CCDC51
Q8IXS2	CCD65_HUMAN	CCDC65
Q6NSX1	CCD70_HUMAN	CCDC70
Q8IV32	CCD71_HUMAN	CCDC71
A2IDD5	CCD78_HUMAN	CCDC78
Q76M96	CCD80_HUMAN	CCDC80
Q6ZN84	CCD81_HUMAN	CCDC81
Q9NVE4	CCD87_HUMAN	CCDC87
Q8N998	CCD89_HUMAN	CCDC89
Q7Z6B0	CCD91_HUMAN	CCDC91
Q8WXS4	CCGL_HUMAN	TMEM37
Q8TD31	CCHCR_HUMAN	CCHCR1
P32238	CCKAR_HUMAN	CCKAR
Q99731	CCL19_HUMAN	CCL19
O00175	CCL24_HUMAN	CCL24
Q9NRJ3	CCL28_HUMAN	CCL28
P13236	CCL4_HUMAN	CCL4
P14635	CCNB1_HUMAN	CCNB1
Q8WWL7	CCNB3_HUMAN	CCNB3
P24863	CCNC_HUMAN	CCNC
Q9ULG6	CCPG1_HUMAN	CCPG1
P32246	CCR1_HUMAN	CCR1
P86791	CCZ1_HUMAN	CCZ1
Q6V702	CD022_HUMAN	C4orf22
O75794	CD123_HUMAN	CDC123
A8MXV6	CD15L_HUMAN	CDRT15L2
Q13740	CD166_HUMAN	ALCAM
Q99459	CDC5L_HUMAN	CDC5L
Q99618	CDCA3_HUMAN	CDCA3
Q9H5V8	CDCP1_HUMAN	CDCP1
Q9BYE9	CDHR2_HUMAN	CDHR2
O94921	CDK14_HUMAN	CDK14
Q9BWU1	CDK19_HUMAN	CDK19
Q00526	CDK3_HUMAN	CDK3
Q00535	CDK5_HUMAN	CDK5
Q5VV42	CDKAL_HUMAN	CDKAL1
Q8IVW4	CDKL3_HUMAN	CDKL3
Q9Y6F7	CDY2_HUMAN	CDY2A
Q8NAS9	CE017_HUMAN	C5orf17
P08217	CEL2A_HUMAN	CELA2A
P08218	CEL2B_HUMAN	CELA2B
P08861	CEL3B_HUMAN	CELA3B
Q9UNI1	CELA1_HUMAN	CELA1
O95319	CELF2_HUMAN	CELF2
Q9NYQ7	CELR3_HUMAN	CELSR3
A8MT69	CENPX_HUMAN	CENPX
Q96G28	CFA36_HUMAN	CFAP36
Q8IYW2	CFA46_HUMAN	CFAP46
Q8NHU2	CFA61_HUMAN	CFAP61
Q6ZU64	CFA65_HUMAN	CFAP65
Q5T0N1	CFA70_HUMAN	CFAP70
P0CG37	CFC1_HUMAN	CFC1
Q8NI28	CG013_HUMAN	LINC01006
Q96N11	CG026_HUMAN	C7orf26
Q8WVR3	CG043_HUMAN	C7orf43
A4D0T2	CG066_HUMAN	C7orf66
A4D0Y5	CG077_HUMAN	C7orf77
A6NKQ9	CGB1_HUMAN	CGB1
Q9UFW8	CGBP1_HUMAN	CGGBP1
Q0VF96	CGNL1_HUMAN	CGNL1
Q96KT6	CH014_HUMAN	LINC00208
Q8N9H6	CH031_HUMAN	C8orf31
Q6P047	CH074_HUMAN	C8orf74
Q6P1X6	CH082_HUMAN	C8orf82
E5RJ46	CH087_HUMAN	C8orf87
Q15782	CH3L2_HUMAN	CHI3L2
Q9BY43	CHM4A_HUMAN	CHMP4A
P46527	CDN1B_HUMAN	CDKN1B
P42772	CDN2B_HUMAN	CDKN2B
P55273	CDN2D_HUMAN	CDKN2D
Q96MH7	CE034_HUMAN	C5orf34
P0C854	CECR9_HUMAN	CECR9
Q9BZC1	CELF4_HUMAN	CELF4
Q9NYQ6	CELR1_HUMAN	CELSR1
Q9HCU4	CELR2_HUMAN	CELSR2
P19835	CEL_HUMAN	CEL
Q8N111	CEND_HUMAN	CEND1
Q9HC77	CENPJ_HUMAN	CENPJ
Q71F23	CENPU_HUMAN	CENPU
Q9BYV8	CEP41_HUMAN	CEP41
O95813	CER1_HUMAN	CER1
P27544	CERS1_HUMAN	CERS1
Q96G23	CERS2_HUMAN	CERS2
O95873	CF047_HUMAN	C6orf47
Q6UWU4	CF089_HUMAN	C6orf89
Q5T6M2	CF122_HUMAN	LINC00242
Q9H8W2	CF155_HUMAN	LINC00472
Q5JU67	CF157_HUMAN	CFAP157
Q5TEZ4	CF164_HUMAN	LINC01590
Q9P0P8	CF203_HUMAN	C6orf203
P0C671	CF222_HUMAN	C6orf222
Q96MT7	CFA44_HUMAN	CFAP44
Q96M91	CFA53_HUMAN	CFAP53
Q96N23	CFA54_HUMAN	CFAP54
A5D8W1	CFA69_HUMAN	CFAP69
Q6ZQR2	CFA77_HUMAN	CFAP77
Q9P2B7	CFA97_HUMAN	CFAP97
P08603	CFAH_HUMAN	CFH
Q96CB5	CH044_HUMAN	C8orf44
Q96NF6	CH049_HUMAN	C8orf49
P0DMB2	CH088_HUMAN	C8orf88
P61604	CH10_HUMAN	HSPE1
Q96BP2	CHCH1_HUMAN	CHCHD1
Q8TD26	CHD6_HUMAN	CHD6
Q8WUX9	CHMP7_HUMAN	CHMP7
Q9H2A9	CHST8_HUMAN	CHST8
Q9NRB3	CHSTC_HUMAN	CHST12
Q7LFX5	CHSTF_HUMAN	CHST15
Q5SZB4	CI050_HUMAN	C9orf50
A0PJX0	CIB4_HUMAN	CIB4
O75339	CILP1_HUMAN	CILP
Q9BW66	CINP_HUMAN	CINP
Q96RK1	CITE4_HUMAN	CITED4
P0C842	CJ052_HUMAN	LINC00614
Q8IZ96	CKLF1_HUMAN	CMTM1
Q96FZ5	CKLF7_HUMAN	CMTM7
Q9UBR5	CKLF_HUMAN	CKLF
Q9NQ89	CL004_HUMAN	C12orf4
Q495D7	CL036_HUMAN	LINC01559
Q96LP6	CL042_HUMAN	C12orf42
Q6X4T0	CL054_HUMAN	C12orf54
Q9H3J6	CL065_HUMAN	C12orf65
Q69YU5	CL073_HUMAN	C12orf73
Q6ZU45	CL20A_HUMAN	CLEC20A
Q8N2M8	CLASR_HUMAN	CLASRP
P78369	CLD10_HUMAN	CLDN10
P56749	CLD12_HUMAN	CLDN12
O95500	CLD14_HUMAN	CLDN14
P56856	CLD18_HUMAN	CLDN18
P49761	CLK3_HUMAN	CLK3
Q5K131	CLLU1_HUMAN	CLLU1
Q08708	CLM6_HUMAN	CD300C
Q13286	CLN3_HUMAN	CLN3
Q9UBY8	CLN8_HUMAN	CLN8
Q7Z7G1	CLNK_HUMAN	CLNK
O15516	CLOCK_HUMAN	CLOCK
B2RD01	CENP1_HUMAN	CENPBD1
P11597	CETP_HUMAN	CETP
